page,sexo,apostila,aposentou,faleceu
736,M,TRUE,TRUE,FALSE
737,M,TRUE,TRUE,FALSE
738,M,TRUE,TRUE,FALSE
739,M,TRUE,TRUE,FALSE
740,M,TRUE,FALSE,FALSE
741,M,TRUE,TRUE,FALSE
742,M,TRUE,TRUE,FALSE
743,M,TRUE,TRUE,FALSE
745,M,TRUE,TRUE,FALSE
746,M,TRUE,TRUE,FALSE
747,M,TRUE,FALSE,TRUE
748,M,TRUE,FALSE,FALSE
749,M,FALSE,TRUE,FALSE
750,M,TRUE,TRUE,FALSE
751,M,TRUE,TRUE,TRUE
752,M,TRUE,TRUE,FALSE
753,M,TRUE,FALSE,TRUE
754,M,TRUE,FALSE,FALSE
755,M,TRUE,FALSE,FALSE
756,M,TRUE,TRUE,FALSE
757,M,TRUE,TRUE,FALSE
758,M,TRUE,FALSE,FALSE
759,M,TRUE,TRUE,FALSE
760,M,TRUE,TRUE,FALSE
761,M,TRUE,FALSE,FALSE
762,M,TRUE,TRUE,FALSE
763,M,TRUE,TRUE,FALSE
764,M,TRUE,TRUE,FALSE
765,M,TRUE,TRUE,FALSE
766,M,TRUE,TRUE,TRUE
767,M,TRUE,TRUE,FALSE
768,M,TRUE,FALSE,TRUE
769,M,TRUE,TRUE,TRUE
770,M,TRUE,TRUE,FALSE
771,M,TRUE,FALSE,FALSE
772,M,TRUE,FALSE,FALSE
773,M,TRUE,FALSE,FALSE
774,M,TRUE,TRUE,FALSE
775,M,TRUE,FALSE,FALSE
776,M,TRUE,TRUE,FALSE
777,M,FALSE,TRUE,TRUE
778,M,TRUE,FALSE,FALSE
779,M,TRUE,TRUE,FALSE
780,M,TRUE,TRUE,FALSE
781,M,TRUE,FALSE,FALSE
782,M,TRUE,FALSE,FALSE
783,M,TRUE,TRUE,FALSE
784,M,FALSE,TRUE,FALSE
785,M,TRUE,TRUE,FALSE
786,M,TRUE,TRUE,FALSE
787,M,TRUE,FALSE,FALSE
788,M,FALSE,TRUE,FALSE
789,M,TRUE,FALSE,TRUE
790,F,TRUE,FALSE,FALSE
791,F,TRUE,TRUE,FALSE
792,M,TRUE,FALSE,FALSE
793,M,TRUE,TRUE,FALSE
794,M,TRUE,TRUE,FALSE
795,M,TRUE,TRUE,FALSE
796,M,TRUE,TRUE,FALSE
797,M,TRUE,TRUE,FALSE
798,M,TRUE,TRUE,TRUE
799,M,TRUE,TRUE,FALSE
800,M,TRUE,FALSE,FALSE
801,M,TRUE,TRUE,FALSE
802,M,TRUE,TRUE,FALSE
803,M,TRUE,TRUE,TRUE
804,M,FALSE,TRUE,FALSE
805,M,FALSE,TRUE,FALSE
806,M,TRUE,TRUE,FALSE
807,M,TRUE,TRUE,FALSE
808,M,TRUE,TRUE,FALSE
809,M,TRUE,FALSE,FALSE
810,M,TRUE,TRUE,FALSE
811,M,TRUE,TRUE,FALSE
812,M,TRUE,FALSE,FALSE
813,M,TRUE,TRUE,FALSE
814,M,FALSE,TRUE,FALSE
815,M,TRUE,TRUE,FALSE
816,M,TRUE,FALSE,FALSE
817,M,TRUE,FALSE,TRUE
818,M,TRUE,TRUE,FALSE
819,M,TRUE,TRUE,FALSE
820,M,TRUE,FALSE,TRUE
821,M,TRUE,TRUE,FALSE
822,F,TRUE,TRUE,FALSE
823,M,TRUE,FALSE,TRUE
824,M,TRUE,TRUE,FALSE
825,M,TRUE,TRUE,TRUE
826,M,TRUE,TRUE,FALSE
827,M,TRUE,TRUE,FALSE
828,M,TRUE,TRUE,FALSE
829,M,TRUE,FALSE,FALSE
830,M,TRUE,FALSE,FALSE
831,M,TRUE,FALSE,FALSE
832,M,TRUE,FALSE,FALSE
833,M,FALSE,TRUE,FALSE
834,M,TRUE,TRUE,TRUE
835,M,FALSE,TRUE,FALSE
836,F,TRUE,TRUE,FALSE
837,M,TRUE,TRUE,FALSE
838,M,TRUE,FALSE,FALSE
839,M,TRUE,TRUE,FALSE
840,M,TRUE,TRUE,FALSE
841,M,TRUE,TRUE,TRUE
842,M,FALSE,TRUE,TRUE
843,M,TRUE,TRUE,FALSE
844,M,FALSE,TRUE,FALSE
845,M,TRUE,FALSE,TRUE
846,M,TRUE,TRUE,FALSE
847,M,TRUE,FALSE,FALSE
848,M,TRUE,TRUE,FALSE
849,M,TRUE,TRUE,FALSE
850,M,TRUE,TRUE,FALSE
851,M,TRUE,TRUE,FALSE
852,M,TRUE,TRUE,FALSE
853,M,TRUE,FALSE,FALSE
854,M,TRUE,TRUE,FALSE
855,M,TRUE,FALSE,FALSE
856,M,TRUE,TRUE,FALSE
857,M,TRUE,TRUE,FALSE
858,M,TRUE,TRUE,FALSE
859,M,TRUE,TRUE,FALSE
860,M,TRUE,TRUE,FALSE
861,F,TRUE,TRUE,FALSE
862,M,FALSE,TRUE,FALSE
863,M,FALSE,TRUE,FALSE
864,M,FALSE,FALSE,FALSE
865,M,FALSE,FALSE,FALSE
866,M,FALSE,TRUE,FALSE
867,M,FALSE,FALSE,FALSE
868,M,FALSE,FALSE,FALSE
869,M,FALSE,FALSE,FALSE
870,F,FALSE,FALSE,FALSE
871,M,FALSE,TRUE,FALSE
872,M,FALSE,FALSE,FALSE
873,M,FALSE,TRUE,FALSE
874,M,FALSE,FALSE,FALSE
875,M,FALSE,FALSE,FALSE
876,M,FALSE,FALSE,TRUE
877,F,FALSE,TRUE,FALSE
878,M,FALSE,TRUE,FALSE
879,M,FALSE,TRUE,FALSE
880,M,FALSE,FALSE,FALSE
881,M,FALSE,FALSE,TRUE
882,M,FALSE,FALSE,TRUE
883,M,FALSE,TRUE,FALSE
884,M,FALSE,TRUE,FALSE
885,M,FALSE,TRUE,FALSE
886,M,FALSE,FALSE,FALSE
887,M,FALSE,TRUE,FALSE
888,M,FALSE,TRUE,FALSE
889,M,FALSE,FALSE,FALSE
890,F,FALSE,FALSE,FALSE
891,M,TRUE,TRUE,TRUE
892,M,FALSE,TRUE,FALSE
893,M,FALSE,TRUE,FALSE
894,F,FALSE,FALSE,FALSE
895,M,FALSE,TRUE,FALSE
896,M,FALSE,FALSE,FALSE
897,M,FALSE,TRUE,TRUE
898,M,FALSE,FALSE,FALSE
899,M,FALSE,FALSE,FALSE
900,M,FALSE,TRUE,FALSE
901,M,FALSE,TRUE,FALSE
902,M,FALSE,FALSE,FALSE
903,M,FALSE,FALSE,FALSE
904,M,FALSE,FALSE,FALSE
905,F,FALSE,TRUE,FALSE
906,M,FALSE,TRUE,FALSE
907,M,FALSE,FALSE,FALSE
908,M,FALSE,TRUE,FALSE
909,M,FALSE,FALSE,FALSE
910,M,FALSE,FALSE,TRUE
911,M,FALSE,TRUE,TRUE
912,M,FALSE,TRUE,FALSE
913,M,FALSE,FALSE,FALSE
914,M,FALSE,TRUE,FALSE
915,M,FALSE,FALSE,FALSE
916,M,FALSE,FALSE,FALSE
917,M,FALSE,FALSE,FALSE
918,M,FALSE,FALSE,FALSE
919,M,FALSE,TRUE,FALSE
920,M,FALSE,TRUE,FALSE
921,M,FALSE,FALSE,FALSE
922,M,FALSE,FALSE,FALSE
923,M,FALSE,TRUE,FALSE
924,M,TRUE,TRUE,TRUE
925,M,TRUE,TRUE,FALSE
926,M,TRUE,TRUE,TRUE
927,M,TRUE,TRUE,FALSE
928,M,TRUE,TRUE,FALSE
929,M,TRUE,TRUE,TRUE
930,M,TRUE,TRUE,FALSE
931,M,TRUE,TRUE,TRUE
932,M,TRUE,TRUE,FALSE
933,M,TRUE,TRUE,TRUE
934,M,TRUE,TRUE,FALSE
935,M,TRUE,TRUE,TRUE
936,M,TRUE,TRUE,TRUE
937,M,TRUE,TRUE,FALSE
938,M,TRUE,TRUE,TRUE
939,M,TRUE,TRUE,FALSE
940,M,TRUE,TRUE,FALSE
941,M,TRUE,TRUE,TRUE
942,M,TRUE,TRUE,TRUE
943,M,TRUE,TRUE,FALSE
944,M,TRUE,TRUE,TRUE
945,M,TRUE,TRUE,TRUE
946,M,TRUE,TRUE,FALSE
947,M,TRUE,TRUE,FALSE
948,M,TRUE,TRUE,TRUE
949,M,TRUE,TRUE,TRUE
950,M,TRUE,TRUE,FALSE
951,M,TRUE,TRUE,TRUE
952,M,TRUE,TRUE,TRUE
953,M,TRUE,TRUE,TRUE
954,M,TRUE,TRUE,FALSE
955,M,TRUE,TRUE,TRUE
956,M,TRUE,TRUE,TRUE
957,M,TRUE,TRUE,FALSE
958,M,TRUE,TRUE,FALSE
959,M,TRUE,TRUE,FALSE
960,M,TRUE,TRUE,FALSE
961,M,TRUE,TRUE,FALSE
962,M,TRUE,TRUE,FALSE
963,M,TRUE,TRUE,FALSE
964,M,TRUE,TRUE,FALSE
965,M,TRUE,TRUE,FALSE
966,M,TRUE,TRUE,FALSE
967,M,TRUE,TRUE,FALSE
968,M,TRUE,TRUE,TRUE
969,M,TRUE,TRUE,FALSE
970,M,TRUE,TRUE,FALSE
971,M,TRUE,TRUE,FALSE
972,M,TRUE,TRUE,FALSE
973,M,TRUE,TRUE,TRUE
974,M,TRUE,TRUE,FALSE
975,M,FALSE,TRUE,FALSE
976,M,TRUE,TRUE,FALSE
977,M,TRUE,TRUE,FALSE
978,M,TRUE,TRUE,TRUE
979,M,TRUE,TRUE,FALSE
980,M,TRUE,TRUE,FALSE
981,M,TRUE,TRUE,FALSE
982,M,TRUE,TRUE,FALSE
983,M,TRUE,TRUE,TRUE
984,M,TRUE,TRUE,FALSE
985,M,TRUE,TRUE,TRUE
986,M,TRUE,TRUE,FALSE
987,M,TRUE,TRUE,FALSE
988,M,TRUE,TRUE,FALSE
989,M,TRUE,TRUE,FALSE
990,M,FALSE,TRUE,TRUE
991,M,TRUE,TRUE,TRUE
992,M,TRUE,TRUE,FALSE
993,M,TRUE,TRUE,TRUE
994,M,TRUE,TRUE,TRUE
995,M,TRUE,TRUE,FALSE
996,M,TRUE,TRUE,TRUE
997,M,TRUE,TRUE,TRUE
998,M,TRUE,TRUE,TRUE
999,M,TRUE,TRUE,TRUE
1000,M,TRUE,TRUE,FALSE
1001,M,TRUE,TRUE,TRUE
1002,M,FALSE,TRUE,FALSE
1003,M,TRUE,TRUE,TRUE
1004,M,FALSE,TRUE,TRUE
1005,M,TRUE,TRUE,FALSE
1006,M,TRUE,TRUE,FALSE
1007,M,FALSE,TRUE,TRUE
1008,M,TRUE,TRUE,TRUE
1009,M,FALSE,FALSE,FALSE
1010,M,FALSE,FALSE,FALSE
1011,M,FALSE,TRUE,FALSE
1012,M,FALSE,TRUE,TRUE
1013,M,FALSE,TRUE,FALSE
1014,M,FALSE,FALSE,FALSE
1015,M,FALSE,FALSE,FALSE
1016,M,FALSE,TRUE,FALSE
1017,M,FALSE,TRUE,FALSE
1018,M,FALSE,FALSE,FALSE
1019,M,FALSE,FALSE,FALSE
1020,M,FALSE,TRUE,FALSE
1021,M,FALSE,TRUE,FALSE
1022,M,FALSE,FALSE,FALSE
1023,M,FALSE,TRUE,FALSE
1024,M,FALSE,TRUE,FALSE
1025,M,FALSE,FALSE,FALSE
1026,M,FALSE,TRUE,FALSE
1027,M,FALSE,FALSE,FALSE
1028,M,FALSE,FALSE,TRUE
1029,M,FALSE,FALSE,FALSE
1030,M,FALSE,TRUE,FALSE
1031,M,FALSE,FALSE,FALSE
1032,M,FALSE,FALSE,FALSE
1033,M,FALSE,FALSE,FALSE
1034,M,FALSE,FALSE,FALSE
1035,M,FALSE,TRUE,FALSE
1036,M,FALSE,TRUE,FALSE
1037,M,FALSE,FALSE,FALSE
1038,M,FALSE,FALSE,FALSE
1039,M,FALSE,TRUE,FALSE
1040,M,FALSE,FALSE,FALSE
1041,M,FALSE,FALSE,FALSE
1042,M,FALSE,TRUE,FALSE
1043,M,FALSE,FALSE,FALSE
1044,M,FALSE,FALSE,FALSE
1045,M,FALSE,FALSE,FALSE
1046,M,FALSE,FALSE,FALSE
1047,M,FALSE,FALSE,FALSE
1048,M,FALSE,FALSE,FALSE
1049,M,FALSE,FALSE,FALSE
1050,M,FALSE,FALSE,FALSE
1051,M,FALSE,FALSE,FALSE
1052,M,FALSE,FALSE,FALSE
1053,M,FALSE,TRUE,FALSE
1054,M,FALSE,FALSE,TRUE
1055,M,FALSE,TRUE,FALSE
1056,M,FALSE,FALSE,FALSE
1057,M,FALSE,FALSE,FALSE
1058,M,FALSE,FALSE,FALSE
1059,M,FALSE,FALSE,FALSE
1060,M,FALSE,TRUE,FALSE
1061,M,FALSE,FALSE,FALSE
1062,M,FALSE,FALSE,FALSE
1063,M,FALSE,TRUE,FALSE
1064,M,FALSE,FALSE,FALSE
1065,M,FALSE,TRUE,TRUE
1066,M,FALSE,TRUE,FALSE
1067,M,FALSE,FALSE,FALSE
1068,M,FALSE,FALSE,FALSE
1069,M,FALSE,TRUE,TRUE
1070,M,FALSE,TRUE,FALSE
1071,M,FALSE,FALSE,FALSE
1072,M,FALSE,FALSE,FALSE
1073,M,FALSE,FALSE,FALSE
1074,F,FALSE,FALSE,FALSE
1075,M,FALSE,FALSE,FALSE
1076,M,FALSE,FALSE,FALSE
1077,M,FALSE,FALSE,FALSE
1078,M,FALSE,FALSE,FALSE
1079,F,FALSE,FALSE,FALSE
1080,M,FALSE,FALSE,FALSE
1081,M,FALSE,FALSE,FALSE
1082,M,FALSE,FALSE,FALSE
1083,M,FALSE,FALSE,FALSE
1084,M,FALSE,TRUE,FALSE
1085,M,FALSE,FALSE,FALSE
1086,M,FALSE,FALSE,FALSE
1087,M,FALSE,FALSE,FALSE
1088,M,FALSE,FALSE,FALSE
1089,M,FALSE,TRUE,FALSE
1090,M,FALSE,FALSE,FALSE
1091,M,FALSE,FALSE,FALSE
1092,M,FALSE,FALSE,FALSE
1093,M,FALSE,FALSE,FALSE
1094,M,FALSE,FALSE,FALSE
1095,M,FALSE,TRUE,FALSE
1096,M,FALSE,FALSE,FALSE
1097,M,FALSE,FALSE,FALSE
1098,M,FALSE,FALSE,FALSE
1099,M,FALSE,FALSE,TRUE
1100,F,FALSE,FALSE,FALSE
1101,M,FALSE,FALSE,FALSE
1102,M,FALSE,FALSE,TRUE
1103,M,FALSE,FALSE,FALSE
1104,M,FALSE,FALSE,FALSE
1105,M,FALSE,FALSE,FALSE
1106,M,FALSE,FALSE,FALSE
1107,M,FALSE,FALSE,FALSE
1108,M,FALSE,FALSE,FALSE
1109,M,FALSE,TRUE,FALSE
1110,M,FALSE,FALSE,FALSE
1111,M,FALSE,TRUE,FALSE
1112,M,FALSE,FALSE,FALSE
1113,M,FALSE,FALSE,FALSE
1114,M,FALSE,FALSE,FALSE
1115,M,FALSE,FALSE,FALSE
1116,M,FALSE,FALSE,FALSE
1117,M,FALSE,FALSE,FALSE
1118,M,FALSE,FALSE,FALSE
1119,M,FALSE,TRUE,FALSE
1120,M,FALSE,TRUE,FALSE
1121,F,FALSE,FALSE,FALSE
1122,M,FALSE,FALSE,FALSE
1123,M,FALSE,FALSE,FALSE
1124,M,FALSE,FALSE,FALSE
1125,M,FALSE,TRUE,FALSE
1126,M,FALSE,FALSE,FALSE
1127,M,FALSE,FALSE,FALSE
1128,M,FALSE,FALSE,FALSE
1129,M,FALSE,FALSE,FALSE
1130,M,FALSE,FALSE,FALSE
1131,F,FALSE,FALSE,FALSE
1132,M,FALSE,TRUE,FALSE
1133,M,FALSE,FALSE,FALSE
1134,M,FALSE,FALSE,FALSE
1135,M,FALSE,FALSE,FALSE
1136,M,FALSE,TRUE,FALSE
1137,M,FALSE,FALSE,FALSE
1138,M,FALSE,FALSE,FALSE
1139,M,FALSE,FALSE,FALSE
1140,M,FALSE,FALSE,FALSE
1141,M,FALSE,TRUE,FALSE
1142,M,FALSE,FALSE,FALSE
1143,M,FALSE,TRUE,FALSE
1144,M,FALSE,FALSE,FALSE
1145,F,FALSE,TRUE,FALSE
1146,M,FALSE,FALSE,FALSE
1147,M,FALSE,FALSE,FALSE
1148,M,FALSE,FALSE,FALSE
1149,M,FALSE,FALSE,FALSE
1150,M,FALSE,TRUE,FALSE
1151,M,FALSE,FALSE,FALSE
1152,M,FALSE,TRUE,FALSE
1153,M,FALSE,TRUE,FALSE
1154,M,FALSE,TRUE,FALSE
1155,M,FALSE,FALSE,TRUE
1156,M,FALSE,FALSE,FALSE
1157,M,FALSE,FALSE,FALSE
1158,M,FALSE,FALSE,FALSE
1159,M,FALSE,FALSE,FALSE
1160,M,FALSE,FALSE,FALSE
1161,M,FALSE,FALSE,FALSE
1162,M,FALSE,FALSE,FALSE
1163,M,FALSE,FALSE,FALSE
1164,M,FALSE,FALSE,FALSE
1165,M,FALSE,TRUE,FALSE
1166,M,FALSE,TRUE,FALSE
1167,M,FALSE,FALSE,FALSE
1168,M,FALSE,FALSE,FALSE
1169,M,FALSE,FALSE,FALSE
1170,M,FALSE,TRUE,FALSE
1171,M,FALSE,FALSE,FALSE
1172,M,FALSE,FALSE,FALSE
1173,M,FALSE,TRUE,FALSE
1174,M,FALSE,TRUE,FALSE
1175,M,FALSE,TRUE,FALSE
1176,F,FALSE,FALSE,FALSE
1177,M,FALSE,TRUE,FALSE
1178,M,FALSE,FALSE,FALSE
1179,M,FALSE,FALSE,FALSE
1180,F,FALSE,TRUE,FALSE
1181,M,FALSE,FALSE,FALSE
1182,F,FALSE,FALSE,FALSE
1183,F,FALSE,FALSE,FALSE
1184,M,FALSE,FALSE,FALSE
1185,M,FALSE,TRUE,FALSE
1186,F,FALSE,FALSE,FALSE
1187,M,FALSE,FALSE,FALSE
1188,M,FALSE,TRUE,FALSE
1189,M,FALSE,FALSE,FALSE
1190,M,FALSE,FALSE,FALSE
1191,F,FALSE,FALSE,FALSE
1192,M,FALSE,FALSE,FALSE
1193,M,FALSE,FALSE,FALSE
1194,M,FALSE,FALSE,FALSE
1195,M,FALSE,FALSE,FALSE
1196,M,FALSE,FALSE,FALSE
1197,F,FALSE,FALSE,FALSE
1198,M,FALSE,FALSE,FALSE
1199,M,FALSE,FALSE,FALSE
1200,M,FALSE,FALSE,FALSE
1201,M,FALSE,TRUE,FALSE
1202,F,FALSE,FALSE,FALSE
1203,M,FALSE,FALSE,FALSE
1204,M,FALSE,FALSE,FALSE
1205,M,FALSE,FALSE,FALSE
1206,M,FALSE,FALSE,FALSE
1207,M,FALSE,FALSE,FALSE
1208,F,FALSE,FALSE,FALSE
1209,M,FALSE,FALSE,FALSE
1210,M,FALSE,FALSE,FALSE
1211,F,FALSE,FALSE,FALSE
1212,M,FALSE,FALSE,FALSE
1213,M,FALSE,FALSE,FALSE
1214,M,FALSE,FALSE,FALSE
1215,M,FALSE,FALSE,FALSE
1216,M,FALSE,FALSE,FALSE
1217,M,FALSE,FALSE,FALSE
1218,F,FALSE,FALSE,FALSE
1219,M,FALSE,FALSE,FALSE
1220,M,FALSE,FALSE,FALSE
1221,M,FALSE,TRUE,FALSE
1222,M,FALSE,FALSE,FALSE
1223,M,FALSE,TRUE,FALSE
1224,M,FALSE,FALSE,FALSE
1225,M,FALSE,FALSE,FALSE
1226,M,FALSE,FALSE,FALSE
1227,M,FALSE,TRUE,FALSE
1228,M,FALSE,FALSE,FALSE
1229,M,FALSE,FALSE,FALSE
1230,M,FALSE,FALSE,FALSE
1231,M,FALSE,FALSE,FALSE
1232,M,FALSE,FALSE,FALSE
1233,M,FALSE,FALSE,FALSE
1234,M,FALSE,TRUE,FALSE
1235,M,FALSE,FALSE,FALSE
1236,M,FALSE,FALSE,FALSE
1237,M,FALSE,FALSE,FALSE
1238,M,FALSE,TRUE,FALSE
1239,M,FALSE,FALSE,FALSE
1240,M,FALSE,FALSE,FALSE
1241,M,FALSE,TRUE,FALSE
1242,M,FALSE,FALSE,FALSE
1243,F,FALSE,TRUE,FALSE
1244,M,FALSE,FALSE,FALSE
1245,M,FALSE,FALSE,FALSE
1246,F,FALSE,FALSE,FALSE
1247,M,FALSE,FALSE,FALSE
1248,M,FALSE,FALSE,FALSE
1249,M,FALSE,FALSE,FALSE
1250,F,FALSE,TRUE,FALSE
1251,M,FALSE,FALSE,FALSE
1252,M,FALSE,FALSE,FALSE
1253,M,FALSE,FALSE,FALSE
1254,M,FALSE,FALSE,FALSE
1255,M,FALSE,FALSE,FALSE
1256,F,FALSE,TRUE,FALSE
1257,M,FALSE,FALSE,FALSE
1258,M,FALSE,FALSE,FALSE
1259,M,FALSE,TRUE,FALSE
1260,M,FALSE,FALSE,FALSE
1261,F,FALSE,FALSE,FALSE
1262,F,FALSE,FALSE,FALSE
1263,M,FALSE,FALSE,FALSE
1264,M,FALSE,FALSE,FALSE
1265,M,FALSE,FALSE,FALSE
1266,M,FALSE,TRUE,FALSE
1267,M,FALSE,TRUE,FALSE
1268,M,FALSE,FALSE,FALSE
1269,M,FALSE,TRUE,FALSE
1270,M,FALSE,FALSE,FALSE
1271,M,FALSE,FALSE,FALSE
1272,F,FALSE,FALSE,FALSE
1273,M,FALSE,FALSE,FALSE
1274,M,FALSE,FALSE,FALSE
1275,M,FALSE,FALSE,FALSE
1276,M,FALSE,FALSE,FALSE
1277,M,FALSE,FALSE,FALSE
1278,F,FALSE,FALSE,FALSE
1279,F,FALSE,FALSE,FALSE
1280,M,FALSE,FALSE,FALSE
1281,M,FALSE,FALSE,FALSE
1282,M,FALSE,FALSE,FALSE
1283,M,FALSE,FALSE,FALSE
1284,F,FALSE,TRUE,FALSE
1285,M,FALSE,FALSE,FALSE
1286,F,FALSE,FALSE,FALSE
1287,M,FALSE,FALSE,FALSE
1288,F,FALSE,FALSE,FALSE
1289,M,FALSE,FALSE,FALSE
1290,M,FALSE,FALSE,FALSE
1291,M,FALSE,FALSE,FALSE
1292,M,FALSE,FALSE,FALSE
1293,M,FALSE,FALSE,FALSE
1294,M,FALSE,FALSE,FALSE
1295,F,FALSE,FALSE,FALSE
1296,F,FALSE,FALSE,FALSE
1297,M,FALSE,FALSE,FALSE
1298,M,FALSE,FALSE,FALSE
1299,F,FALSE,FALSE,FALSE
1300,M,FALSE,FALSE,FALSE
1301,F,FALSE,FALSE,FALSE
1302,M,FALSE,FALSE,FALSE
1303,M,FALSE,FALSE,FALSE
1304,M,FALSE,FALSE,FALSE
1305,M,FALSE,FALSE,FALSE
1306,F,FALSE,FALSE,FALSE
1307,M,FALSE,FALSE,FALSE
1308,F,FALSE,FALSE,FALSE
1309,M,FALSE,FALSE,FALSE
1310,M,FALSE,FALSE,FALSE
1311,M,FALSE,FALSE,FALSE
1312,M,FALSE,FALSE,FALSE
1313,M,FALSE,TRUE,FALSE
1314,M,FALSE,FALSE,FALSE
1315,M,FALSE,FALSE,FALSE
1316,M,FALSE,FALSE,FALSE
1317,M,FALSE,TRUE,FALSE
1318,M,FALSE,FALSE,FALSE
1319,M,FALSE,FALSE,FALSE
1320,M,FALSE,FALSE,FALSE
1321,M,FALSE,FALSE,FALSE
1322,M,FALSE,FALSE,FALSE
1323,M,FALSE,FALSE,FALSE
1324,M,FALSE,FALSE,FALSE
1325,M,FALSE,FALSE,FALSE
1326,M,FALSE,FALSE,FALSE
1327,M,FALSE,FALSE,FALSE
1328,M,FALSE,FALSE,FALSE
1329,M,FALSE,FALSE,FALSE
1330,M,FALSE,FALSE,FALSE
1331,M,FALSE,FALSE,FALSE
1332,F,FALSE,FALSE,FALSE
1333,M,FALSE,FALSE,FALSE
1334,F,FALSE,FALSE,FALSE
1335,M,FALSE,FALSE,FALSE
1336,M,FALSE,FALSE,FALSE
1337,F,FALSE,FALSE,FALSE
1338,M,FALSE,FALSE,FALSE
1339,F,FALSE,FALSE,FALSE
1340,M,FALSE,FALSE,FALSE
1341,F,FALSE,FALSE,FALSE
1342,M,FALSE,FALSE,FALSE
1343,F,FALSE,FALSE,FALSE
1344,M,FALSE,FALSE,FALSE
1345,M,FALSE,FALSE,FALSE
1346,M,FALSE,FALSE,FALSE
1347,M,FALSE,FALSE,FALSE
1348,F,FALSE,FALSE,FALSE
1349,M,FALSE,FALSE,FALSE
1350,M,FALSE,FALSE,FALSE
1351,M,FALSE,FALSE,FALSE
